url,title,paragraph,heading_count,link_count,table_count,html_source
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"machine learning (ml), reorganised and recognised as its own field, started to flourish in the 1990s. the field changed its goal from achieving artificial intelligence to tackling solvable problems of a practical nature. it shifted focus away from thesymbolic approachesit had inherited from ai, and toward methods and models borrowed from statistics,fuzzy logic, andprobability theory.[23]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"there is a close connection between machine learning and compression. a system that predicts theposterior probabilitiesof a sequence given its entire history can be used for optimal data compression (by usingarithmetic codingon the output distribution). conversely, an optimal compressor can be used for prediction (by finding the symbol that compresses best, given the previous history). this equivalence has been used as a justification for using data compression as a benchmark for ""general intelligence"".[24][25][26]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"an alternative view can show compression algorithms implicitly map strings into implicitfeature space vectors, and compression-based similarity measures compute similarity within these feature spaces. for each compressor c(.) we define an associated vector space ℵ, such that c(.) maps an input string x, corresponding to the vector norm ||~x||. an exhaustive examination of the feature spaces underlying all compression algorithms is precluded by space; instead, feature vectors chooses to examine three representative lossless compression methods, lzw, lz77, and ppm.[27]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"according toaixitheory, a connection more directly explained inhutter prize, the best possible compression of x is the smallest possible software that generates x. for example, in that model, a zip file's compressed size includes both the zip file and the unzipping software, since you can not unzip it without both, but there may be an even smaller combined form.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"examples of ai-powered audio/video compression software includenvidia maxine, aivc.[28]examples of software that can perform ai-powered image compression includeopencv,tensorflow,matlab's image processing toolbox (ipt) and high-fidelity generative image compression.[29]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"inunsupervised machine learning,k-means clusteringcan be utilized to compress data by grouping similar data points into clusters. this technique simplifies handling extensive datasets that lack predefined labels and finds widespread use in fields such asimage compression.[30]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"data compression aims to reduce the size of data files, enhancing storage efficiency and speeding up data transmission. k-means clustering, an unsupervised machine learning algorithm, is employed to partition a dataset into a specified number of clusters, k, each represented by thecentroidof its points. this process condenses extensive datasets into a more compact set of representative points. particularly beneficial inimageandsignal processing, k-means clustering aids in data reduction by replacing groups of data points with their centroids, thereby preserving the core information of the original data while significantly decreasing the required storage space.[31]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"large language models(llms) are also efficient lossless data compressors on some data sets, as demonstrated bydeepmind's research with the chinchilla 70b model. developed by deepmind, chinchilla 70b effectively compressed data, outperforming conventional methods such asportable network graphics(png) for images andfree lossless audio codec(flac) for audio. it achieved compression of image and audio data to 43.4% and 16.4% of their original sizes, respectively. there is, however, some reason to be concerned that the data set used for testing overlaps the llm training data set, making it possible that the chinchilla 70b model is only an efficient compression tool on data it has already been trained on.[32][33]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"machine learning anddata miningoften employ the same methods and overlap significantly, but while machine learning focuses on prediction based onknownproperties learned from the training data, data mining focuses on thediscoveryof previouslyunknownproperties in the data (this is the analysis step ofknowledge discoveryin databases). data mining uses many machine learning methods, but with different goals; on the other hand, machine learning also employs data mining methods as ""unsupervised learning"" or as a preprocessing step to improve learner accuracy. much of the confusion between these two research communities comes from the basic assumptions they work with: in machine learning, performance is usually evaluated with respect to the ability toreproduce knownknowledge, while in knowledge discovery and data mining (kdd) the key task is the discovery of previouslyunknownknowledge. evaluated with respect to known knowledge, an uninformed (unsupervised) method will easily be outperformed by other supervised methods, while in a typical kdd task, supervised methods cannot be used due to the unavailability of training data.[citation needed]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"machine learning also has intimate ties tooptimization: many learning problems are formulated as minimisation of someloss functionon a training set of examples. loss functions express the discrepancy between the predictions of the model being trained and the actual problem instances (for example, in classification, one wants to assign alabelto instances, and models are trained to correctly predict the preassigned labels of a set of examples).[34]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"characterizing the generalisation of various learning algorithms is an active topic of current research, especially fordeep learningalgorithms.[citation needed]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"machine learning andstatisticsare closely related fields in terms of methods, but distinct in their principal goal: statistics draws populationinferencesfrom asample, while machine learning finds generalisable predictive patterns.[35]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"conventional statistical analyses require the a priori selection of a model most suitable for the study data set. in addition, only significant or theoretically relevant variables based on previous experience are included for analysis. in contrast, machine learning is not built on a pre-structured model; rather, the data shape the model by detecting underlying patterns. the more variables (input) used to train the model, the more accurate the ultimate model will be.[36]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"leo breimandistinguished two statistical modelling paradigms: the data model and the algorithmic model,[37]wherein ""algorithmic model"" means more or less the machine learning algorithms likerandom forest.[clarification needed]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"some statisticians have adopted methods from machine learning, producing the field ofstatistical learning.[38]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"analytical and computational techniques derived from deep-rooted physics of disordered systems can be extended to large-scale problems, including machine learning, e.g., to analyse the weight space ofdeep neural networks.[39]statistical physics is thus finding applications in the area ofmedical diagnostics.[40][clarification needed]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"a core objective of a learner is to generalise from its experience.[2][41]generalisation in this context is the ability of a learning machine to perform accurately on new, unseen examples/tasks after having experienced a learning data set. the training examples come from some generally unknown probability distribution (considered representative of the space of occurrences) and the learner has to build a general model about this space that enables it to produce sufficiently accurate predictions in new cases.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"the computational analysis of machine learning algorithms and their performance is a branch oftheoretical computer scienceknown ascomputational learning theoryvia theprobably approximately correct learningmodel.[clarification needed]because training sets are finite and the future is uncertain, learning theory usually does not yield guarantees of the performance of algorithms. instead, probabilistic bounds on the performance are quite common. thebias–variance decompositionis one way to quantify generalisationerror.[citation needed]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"for the best performance in the context of generalisation, the complexity of the hypothesis should match the complexity of the function underlying the data. if the hypothesis is less complex than the function, then the model has underfitted the data. if the complexity of the model is increased in response, then the training error decreases. but if the hypothesis is too complex, then the model is subject tooverfittingand generalisation will be poorer.[42]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"in addition to performance bounds, learning theorists study the time complexity and feasibility of learning. in computational learning theory, a computation is considered feasible if it can be done inpolynomial time. there are two kinds oftime complexityresults: positive results show that a certain class of functions can be learned in polynomial time. negative results show that certain classes cannot be learned in polynomial time.[citation needed]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"machine learning approaches are traditionally divided into three broad categories, which correspond to learning paradigms, depending on the nature of the ""signal"" or ""feedback"" available to the learning system:",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"although each algorithm has advantages and limitations, no single algorithm works for all problems.[43][44][45]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"supervised learning algorithms build a mathematical model of a set of data that contains both the inputs and the desired outputs.[46]the data, known astraining data, consists of a set of training examples. each training example has one or more inputs and the desired output, also known as a supervisory signal. in the mathematical model, each training example is represented by anarrayor vector, sometimes called afeature vector, and the training data is represented by amatrix. throughiterative optimisationof anobjective function, supervised learning algorithms learn a function that can be used to predict the output associated with new inputs.[47]an optimal function allows the algorithm to correctly determine the output for inputs that were not a part of the training data. an algorithm that improves the accuracy of its outputs or predictions over time is said to have learned to perform that task.[15]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"types of supervised-learning algorithms includeactive learning,classificationandregression.[48]classification algorithms are used when the outputs are restricted to a limited set of values, while regression algorithms are used when the outputs can take any numerical value within a range. for example, in a classification algorithm that filters emails, the input is an incoming email, and the output is the folder in which to file the email. in contrast, regression is used for tasks such as predicting a person's height based on factors like age and genetics or forecasting future temperatures based on historical data.[49]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"similarity learningis an area of supervised machine learning closely related to regression and classification, but the goal is to learn from examples using a similarity function that measures how similar or related two objects are. it has applications inranking,recommendation systems, visual identity tracking, face verification, and speaker verification.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"unsupervised learning algorithms find structures in data that has not been labelled, classified or categorised. instead of responding to feedback, unsupervised learning algorithms identify commonalities in the data and react based on the presence or absence of such commonalities in each new piece of data. central applications of unsupervised machine learning include clustering,dimensionality reduction,[4]anddensity estimation.[50]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"cluster analysis is the assignment of a set of observations into subsets (calledclusters) so that observations within the same cluster are similar according to one or more predesignated criteria, while observations drawn from different clusters are dissimilar. different clustering techniques make different assumptions on the structure of the data, often defined by somesimilarity metricand evaluated, for example, byinternal compactness, or the similarity between members of the same cluster, andseparation, the difference between clusters. other methods are based onestimated densityandgraph connectivity.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,a special type of unsupervised learning calledself-supervised learninginvolves training a model by generating the supervisory signal from the data itself.[51][52],53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"dimensionality reductionis a process of reducing the number of random variables under consideration by obtaining a set of principal variables.[53]in other words, it is a process of reducing the dimension of thefeatureset, also called the ""number of features"". most of the dimensionality reduction techniques can be considered as either feature elimination orextraction. one of the popular methods of dimensionality reduction isprincipal component analysis(pca). pca involves changing higher-dimensional data (e.g., 3d) to a smaller space (e.g., 2d).
themanifold hypothesisproposes that high-dimensional data sets lie along low-dimensionalmanifolds, and many dimensionality reduction techniques make this assumption, leading to the areas ofmanifold learningandmanifold regularisation.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"semi-supervised learning falls betweenunsupervised learning(without any labelled training data) andsupervised learning(with completely labelled training data). some of the training examples are missing training labels, yet many machine-learning researchers have found that unlabelled data, when used in conjunction with a small amount of labelled data, can produce a considerable improvement in learning accuracy.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"inweakly supervised learning, the training labels are noisy, limited, or imprecise; however, these labels are often cheaper to obtain, resulting in larger effective training sets.[54]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"reinforcement learning is an area of machine learning concerned with howsoftware agentsought to takeactionsin an environment to maximise some notion of cumulative reward. due to its generality, the field is studied in many other disciplines, such asgame theory,control theory,operations research,information theory,simulation-based optimisation,multi-agent systems,swarm intelligence,statisticsandgenetic algorithms. in reinforcement learning, the environment is typically represented as amarkov decision process(mdp). many reinforcement learning algorithms usedynamic programmingtechniques.[55]reinforcement learning algorithms do not assume knowledge of an exact mathematical model of the mdp and are used when exact models are infeasible. reinforcement learning algorithms are used in autonomous vehicles or in learning to play a game against a human opponent.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"other approaches have been developed which do not fit neatly into this three-fold categorisation, and sometimes more than one is used by the same machine learning system. for example,topic modelling,meta-learning.[56]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"self-learning, as a machine learning paradigm, was introduced in 1982 along with a neural network capable of self-learning, namedcrossbar adaptive array(caa).[57][58]it gives a solution to the problem learning without any external reward, by introducing emotion as an internal reward. emotion is used as a state evaluation of a self-learning agent. the caa self-learning algorithm computes, in a crossbar fashion, both decisions about actions and emotions (feelings) about consequence situations. the system is driven by the interaction between cognition and emotion.[59]the self-learning algorithm updates a memory matrix w =||w(a,s)|| such that in each iteration executes the following machine learning routine:",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"it is a system with only one input, situation, and only one output, action (or behaviour) a. there is neither a separate reinforcement input nor an advice input from the environment. the backpropagated value (secondary reinforcement) is the emotion toward the consequence situation. the caa exists in two environments, one is the behavioural environment where it behaves, and the other is the genetic environment, wherefrom it initially and only once receives initial emotions about situations to be encountered in the behavioural environment. after receiving the genome (species) vector from the genetic environment, the caa learns a goal-seeking behaviour in an environment that contains both desirable and undesirable situations.[60]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"several learning algorithms aim at discovering better representations of the inputs provided during training.[61]classic examples includeprincipal component analysisand cluster analysis. feature learning algorithms, also called representation learning algorithms, often attempt to preserve the information in their input but also transform it in a way that makes it useful, often as a pre-processing step before performing classification or predictions. this technique allows reconstruction of the inputs coming from the unknown data-generating distribution, while not being necessarily faithful to configurations that are implausible under that distribution. this replaces manualfeature engineering, and allows a machine to both learn the features and use them to perform a specific task.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"feature learning can be either supervised or unsupervised. in supervised feature learning, features are learned using labelled input data. examples includeartificial neural networks,multilayer perceptrons, and superviseddictionary learning. in unsupervised feature learning, features are learned with unlabelled input data.  examples include dictionary learning,independent component analysis,autoencoders,matrix factorisation[62]and various forms ofclustering.[63][64][65]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"manifold learningalgorithms attempt to do so under the constraint that the learned representation is low-dimensional.sparse codingalgorithms attempt to do so under the constraint that the learned representation is sparse, meaning that the mathematical model has many zeros.multilinear subspace learningalgorithms aim to learn low-dimensional representations directly fromtensorrepresentations for multidimensional data, without reshaping them into higher-dimensional vectors.[66]deep learningalgorithms discover multiple levels of representation, or a hierarchy of features, with higher-level, more abstract features defined in terms of (or generating) lower-level features. it has been argued that an intelligent machine learns a representation that disentangles the underlying factors of variation that explain the observed data.[67]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"feature learning is motivated by the fact that machine learning tasks such as classification often require input that is mathematically and computationally convenient to process. however, real-world data such as images, video, and sensory data have not yielded attempts to algorithmically define specific features. an alternative is to discover such features or representations through examination, without relying on explicit algorithms.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"sparse dictionary learning is a feature learning method where a training example is represented as a linear combination ofbasis functionsand assumed to be asparse matrix. the method isstrongly np-hardand difficult to solve approximately.[68]a popularheuristicmethod for sparse dictionary learning is thek-svdalgorithm. sparse dictionary learning has been applied in several contexts. in classification, the problem is to determine the class to which a previously unseen training example belongs. for a dictionary where each class has already been built, a new training example is associated with the class that is best sparsely represented by the corresponding dictionary. sparse dictionary learning has also been applied inimage denoising. the key idea is that a clean image patch can be sparsely represented by an image dictionary, but the noise cannot.[69]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"indata mining, anomaly detection, also known as outlier detection, is the identification of rare items, events or observations that raise suspicions by differing significantly from the majority of the data.[70]typically, the anomalous items represent an issue such asbank fraud, a structural defect, medical problems or errors in a text. anomalies are referred to asoutliers, novelties, noise, deviations and exceptions.[71]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"in particular, in the context of abuse and network intrusion detection, the interesting objects are often not rare, but unexpected bursts of inactivity. this pattern does not adhere to the common statistical definition of an outlier as a rare object. many outlier detection methods (in particular, unsupervised algorithms) will fail on such data unless aggregated appropriately. instead, a cluster analysis algorithm may be able to detect the micro-clusters formed by these patterns.[72]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"three broad categories of anomaly detection techniques exist.[73]unsupervised anomaly detection techniques detect anomalies in an unlabelled test data set under the assumption that the majority of the instances in the data set are normal, by looking for instances that seem to fit the least to the remainder of the data set. supervised anomaly detection techniques require a data set that has been labelled as ""normal"" and ""abnormal"" and involves training a classifier (the key difference from many other statistical classification problems is the inherently unbalanced nature of outlier detection). semi-supervised anomaly detection techniques construct a model representing normal behaviour from a given normal training data set and then test the likelihood of a test instance being generated by the model.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"robot learningis inspired by a multitude of machine learning methods, starting from supervised learning, reinforcement learning,[74][75]and finallymeta-learning(e.g. maml).",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"association rule learning is arule-based machine learningmethod for discovering relationships between variables in large databases. it is intended to identify strong rules discovered in databases using some measure of ""interestingness"".[76]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"rule-based machine learning is a general term for any machine learning method that identifies, learns, or evolves ""rules"" to store, manipulate or apply knowledge. the defining characteristic of a rule-based machine learning algorithm is the identification and utilisation of a set of relational rules that collectively represent the knowledge captured by the system. this is in contrast to other machine learning algorithms that commonly identify a singular model that can be universally applied to any instance in order to make a prediction.[77]rule-based machine learning approaches includelearning classifier systems, association rule learning, andartificial immune systems.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"based on the concept of strong rules,rakesh agrawal,tomasz imielińskiand arun swami introduced association rules for discovering regularities between products in large-scale transaction data recorded bypoint-of-sale(pos) systems in supermarkets.[78]for example, the rule{onions,potatoes}⇒{burger}{\displaystyle \{\mathrm {onions,potatoes} \}\rightarrow \{\mathrm {burger} \}}found in the sales data of a supermarket would indicate that if a customer buys onions and potatoes together, they are likely to also buy hamburger meat. such information can be used as the basis for decisions about marketing activities such as promotionalpricingorproduct placements. in addition tomarket basket analysis, association rules are employed today in application areas includingweb usage mining,intrusion detection,continuous production, andbioinformatics. in contrast withsequence mining, association rule learning typically does not consider the order of items either within a transaction or across transactions.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"learning classifier systems(lcs) are a family of rule-based machine learning algorithms that combine a discovery component, typically agenetic algorithm, with a learning component, performing eithersupervised learning,reinforcement learning, orunsupervised learning. they seek to identify a set of context-dependent rules that collectively store and apply knowledge in apiecewisemanner to make predictions.[79]",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
https://en.wikipedia.org/wiki/machine_learning,machine learning - wikipedia,"inductive logic programming(ilp) is an approach to rule learning usinglogic programmingas a uniform representation for input examples, background knowledge, and hypotheses. given an encoding of the known background knowledge and a set of examples represented as a logical database of facts, an ilp system will derive a hypothesized logic program thatentailsall positive and no negative examples.inductive programmingis a related field that considers any kind of programming language for representing hypotheses (and not only logic programming), such asfunctional programs.",53,2662,7,storage\raw_html\ca8fa95c-7c47-4fcb-8738-1c539170e68f.html
